fuel_frac,fuel_percent,fuel_mass_kg,a0,cl_max,cd_cl_max,eta,CL_max,CD_max,W0_N,m0_kg,V_to_mps,V_to_kts,L_N,D_N,T_to_N,x_to_m,x_to_ft,runway_ok,t_to_s,mf_rate_to,mf_total_to,W_to_N
0.4,40,102800,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3724565.67,379800,113.375294756076,220.383432958651,5363374.5648,428394.718159554,622751.026142,6424.57247191166,21077.9943487466,0,56.6664235425712,8.81985163888889,499.789448551918,3719664.40980436
0.39,39,100230,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3699362.5795,377230,112.991054241743,219.63653087727,5327082.11448,425495.891341044,622751.026142,6310.63045262443,20704.1688141883,0,55.8507086686961,8.81985163888889,492.594964384705,3694531.87309252
0.38,38,97660,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3674159.489,374660,112.605502602199,218.887080178259,5290789.66416,422597.064522534,622751.026142,6198.24874120386,20335.4624000913,0,55.0439241242089,8.81985163888889,485.47924439778,3669398.56396793
0.37,37,95090,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3648956.3985,372090,112.218626323473,218.13505459262,5254497.21384,419698.237704025,622751.026142,6087.40735474786,19971.809545751,0,54.2459621382349,8.81985163888889,478.441338068016,3644264.49175203
0.36,36,92520,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3623753.308,369520,111.830411657834,217.380427396965,5218204.76352,416799.410885515,622751.026142,5978.08665013248,19613.1458052207,0,53.4567168403488,8.81985163888889,471.480311633969,3619129.66560191
0.35,35,89950,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3598550.2175,366950,111.440844618094,216.623171402435,5181912.3132,413900.584067005,622751.026142,5870.26731682085,19259.4078237185,0,52.6760842215275,8.81985163888889,464.595247751488,3593994.09451364
0.34,34,87380,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3573347.127,364380,111.049910971722,215.863258943273,5145619.86288,411001.757248495,622751.026142,5763.93036985373,18910.5333146309,0,51.9039620961196,8.81985163888889,457.785245158288,3568857.78732557
0.33,33,84810,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3548144.0365,361810,110.657596234786,215.100661865026,5109327.41256,408102.930429985,622751.026142,5659.05714301683,18566.4610370953,0,51.140250064802,8.81985163888889,451.049418347232,3543720.75272156
0.32,32,82240,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3522940.946,359240,110.26388566568,214.335351512376,5073034.96224,405204.103611475,622751.026142,5555.6292821793,18227.1307741451,0,50.3848494784951,8.81985163888889,444.386897248075,3518582.9992341
0.31,31,79670,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3497737.8555,356670,109.868764258672,213.567298716577,5036742.51192,402305.276792965,622751.026142,5453.62873879869,17892.4833114003,0,49.6376634032109,8.81985163888889,437.796826917425,3493444.53524731
0.3,30,77100,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3472534.765,354100,109.472216737221,212.796473782479,5000450.0616,399406.449974455,622751.026142,5353.03776358742,17562.4604162882,0,48.8985965858074,8.81985163888889,431.2783672367,3468305.36899994
0.29,29,74530,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3447331.6745,351530,109.07422754709,212.022846475136,4964157.61128,396507.623155945,622751.026142,5253.83890033612,17237.0048177788,0,48.1675554206232,8.81985163888889,424.830692617855,3443165.50858824
0.28,28,71960,6.5720534961737,1.5756,0.03355,0.782724377309505,0.822173685925904,0.0656703834880426,3422128.584,348960,108.674780849228,211.246386005964,4927865.16096,393608.796337436,622751.026142,5156.01497988932,16916.0601866201,0,47.4444479169698,8.81985163888889,418.452991716665,3418024.96196878
